Tipo Producto,Nombre Producto,Subproducto,Nombre Subproducto,ID Cliente 2
12,Tarjeta Visa,36,VIS PLAV,10000279407
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000093150
3,Prestamos,743,CONSUMO VEHICULO,10000068892
2,Tarjeta credito Master,4,MOR,10000094537
1,Tarjeta Credito Visa,96,VIS CL CRO,10000210636
1,Tarjeta Credito Visa,2,VIS OR,10000077658
3,Prestamos,445,TIT PORTAFOLIO 19007 TIPS $$E3,10000035630
9,TD M Tarjeta Debito Master,525358,MTRO,10000151112
1,Tarjeta Credito Visa,62,CENS G,10000034100
1,Tarjeta Credito Visa,62,CENS G,10000235013
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000201702
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000221644
12,Tarjeta Visa,21,VIS INTE AV,10000130484
1,Tarjeta Credito Visa,63,VIS CAFN,10000102182
1,Tarjeta Credito Visa,61,CENS CL,10000218280
1,Tarjeta Credito Visa,62,CENS G,10000226575
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000267676
12,Tarjeta Visa,38,VIS PLT RE,10000233282
12,Tarjeta Visa,84,VIS CLS CS,10000276657
12,Tarjeta Visa,21,VIS INTE AV,10000056816
1,Tarjeta Credito Visa,61,CENS CL,10000279541
2,Tarjeta credito Master,79,OLM,10000242806
3,Prestamos,741,Libre Inversion,10000069626
2,Tarjeta credito Master,41,CLASMASCO,10000347299
4,Cuenta de Ahorro,29,AHORROS PLAN LOGRO,10000042973
2,Tarjeta credito Master,55,BASIC TP,10000240580
9,TD M Tarjeta Debito Master,525358,MTRO,10000270859
1,Tarjeta Credito Visa,62,CENS G,10000243287
2,Tarjeta credito Master,4,MOR,10000037231
1,Tarjeta Credito Visa,1,VIS CL,10000107767
90,No Vinculados,90,no vinculados,10000212250
12,Tarjeta Visa,36,VIS PLAV,10000131095
1,Tarjeta Credito Visa,61,CENS CL,10000037833
2,Tarjeta credito Master,44,MMBL,10000233643
1,Tarjeta Credito Visa,62,CENS G,10000033351
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000153753
12,Tarjeta Visa,36,VIS PLAV,10000141302
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000339431
12,Tarjeta Visa,36,VIS PLAV,10000018195
1,Tarjeta Credito Visa,61,CENS CL,10000323536
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000022450
12,Tarjeta Visa,36,VIS PLAV,10000052810
1,Tarjeta Credito Visa,62,CENS G,10000252900
7,CDTS,5,CDT >= 6 Y < 12 PESOS T.F 365,10000133721
1,Tarjeta Credito Visa,97,VORCL,10000035974
12,Tarjeta Visa,36,VIS PLAV,10000223101
1,Tarjeta Credito Visa,62,CENS G,10000032563
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005774
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000026986
3,Prestamos,732,Rotativo,10000196102
12,Tarjeta Visa,36,VIS PLAV,10000305848
12,Tarjeta Visa,21,VIS INTE AV,10000048725
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000059977
2,Tarjeta credito Master,58,MGRWDS,10000040463
2,Tarjeta credito Master,70,PAN,10000036974
3,Prestamos,706,Credicheque (RC) - BALCON,10000036556
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000003702
1,Tarjeta Credito Visa,62,CENS G,10000185133
1,Tarjeta Credito Visa,6,PLTUM,10000351632
9,TD M Tarjeta Debito Master,525358,MTRO,10000057562
1,Tarjeta Credito Visa,62,CENS G,10000083112
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000005516
2,Tarjeta credito Master,3,MC,10000035614
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000180741
12,Tarjeta Visa,36,VIS PLAV,10000023600
1,Tarjeta Credito Visa,62,CENS G,10000121323
1,Tarjeta Credito Visa,62,CENS G,10000163517
12,Tarjeta Visa,36,VIS PLAV,10000312051
1,Tarjeta Credito Visa,6,PLTUM,10000123646
10,Tarjeta Credito Amex,9,STMX,10000352752
3,Prestamos,725,Castigos prestamos libranzas,10000329572
2,Tarjeta credito Master,4,MOR,10000355219
1,Tarjeta Credito Visa,6,PLTUM,10000347518
12,Tarjeta Visa,21,VIS INTE AV,10000060865
1,Tarjeta Credito Visa,1,VIS CL,10000229174
2,Tarjeta credito Master,56,CLAS TP,10000084371
3,Prestamos,705,Credicheque (RC) - BAU,10000140313
12,Tarjeta Visa,21,VIS INTE AV,10000020490
1,Tarjeta Credito Visa,96,VIS CL CRO,10000062124
3,Prestamos,741,Libre Inversion,10000289301
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000026364
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000005777
9,TD M Tarjeta Debito Master,525358,MTRO,10000155745
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000222124
4,Cuenta de Ahorro,126,Cuenta,10000020511
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000355640
12,Tarjeta Visa,21,VIS INTE AV,10000056986
12,Tarjeta Visa,36,VIS PLAV,10000044176
3,Prestamos,732,Rotativo,10000175275
2,Tarjeta credito Master,3,MC,10000317678
1,Tarjeta Credito Visa,97,VORCL,10000101392
1,Tarjeta Credito Visa,6,PLTUM,10000068442
1,Tarjeta Credito Visa,69,PRIVCEN,10000100768
2,Tarjeta credito Master,9,MSCLS,10000295343
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000200456
1,Tarjeta Credito Visa,96,VIS CL CRO,10000094927
2,Tarjeta credito Master,74,MASORCL,10000021103
12,Tarjeta Visa,36,VIS PLAV,10000049861
3,Prestamos,705,Credicheque (RC) - BAU,10000067482
2,Tarjeta credito Master,3,MC,10000107654
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000172011
1,Tarjeta Credito Visa,61,CENS CL,10000247537
3,Prestamos,700,Instalamento- Ref,10000120990
3,Prestamos,705,Credicheque (RC) - BAU,10000174587
1,Tarjeta Credito Visa,2,VIS OR,10000088497
2,Tarjeta credito Master,83,MCLASH,10000255327
1,Tarjeta Credito Visa,96,VIS CL CRO,10000309929
4,Cuenta de Ahorro,115,CTA AH SAVING ESPECIAL5,10000036035
1,Tarjeta Credito Visa,50,CLASCAM,10000034335
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000036340
1,Tarjeta Credito Visa,62,CENS G,10000020424
1,Tarjeta Credito Visa,62,CENS G,10000147611
1,Tarjeta Credito Visa,61,CENS CL,10000066122
2,Tarjeta credito Master,83,MCLASH,10000063870
90,No Vinculados,90,no vinculados,10000284309
12,Tarjeta Visa,21,VIS INTE AV,10000228668
12,Tarjeta Visa,36,VIS PLAV,10000134167
3,Prestamos,705,Credicheque (RC) - BAU,10000197158
12,Tarjeta Visa,21,VIS INTE AV,10000149693
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000003668
9,TD M Tarjeta Debito Master,548185,MTRO,10000203784
1,Tarjeta Credito Visa,2,VIS OR,10000260439
12,Tarjeta Visa,36,VIS PLAV,10000018505
2,Tarjeta credito Master,29,MASPLAD,10000045415
12,Tarjeta Visa,21,VIS INTE AV,10000071891
12,Tarjeta Visa,36,VIS PLAV,10000034825
1,Tarjeta Credito Visa,62,CENS G,10000033765
2,Tarjeta credito Master,79,OLM,10000343623
200,Tarjetas de crédito,215,Tarjetas de crédito,10000039277
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000184959
9,TD M Tarjeta Debito Master,525358,MTRO,10000283835
1,Tarjeta Credito Visa,62,CENS G,10000073879
12,Tarjeta Visa,36,VIS PLAV,10000308579
1,Tarjeta Credito Visa,62,CENS G,10000266241
10,Tarjeta Credito Amex,9,STMX,10000329851
2,Tarjeta credito Master,73,Master Clásica Claro,10000093230
12,Tarjeta Visa,21,VIS INTE AV,10000026469
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000022114
1,Tarjeta Credito Visa,1,VIS CL,10000263998
3,Prestamos,743,CONSUMO VEHICULO,10000069116
1,Tarjeta Credito Visa,94,VLNCLAS,10000186769
1,Tarjeta Credito Visa,1,VIS CL,10000124270
2,Tarjeta credito Master,70,PAN,10000032510
3,Prestamos,732,Rotativo,10000164248
4,Cuenta de Ahorro,33,CUENTA FIEL,10000134815
4,Cuenta de Ahorro,100,CTA AH PLUS CLASICO1,10000017092
1,Tarjeta Credito Visa,62,CENS G,10000257404
12,Tarjeta Visa,84,VIS CLS CS,10000047653
1,Tarjeta Credito Visa,2,VIS OR,10000000893
1,Tarjeta Credito Visa,91,PRPLAT,10000329810
1,Tarjeta Credito Visa,61,CENS CL,10000081134
1,Tarjeta Credito Visa,1,VIS CL,10000323068
12,Tarjeta Visa,36,VIS PLAV,10000293126
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000054257
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000055188
12,Tarjeta Visa,21,VIS INTE AV,10000018569
200,Productos Banco SFC,210,Créditos comerciales,10000166728
1,Tarjeta Credito Visa,1,VIS CL,10000229345
2,Tarjeta credito Master,58,MGRWDS,10000107284
4,Cuenta de Ahorro,27,RENTA PREMIUM MAX PERSONA NAT.,10000339082
1,Tarjeta Credito Visa,62,CENS G,10000043882
2,Tarjeta credito Master,58,MGRWDS,10000095226
12,Tarjeta Visa,36,VIS PLAV,10000234329
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000034887
4,Cuenta de Ahorro,4,CUENTA DE AHORRO JUNIOR,10000079280
12,Tarjeta Visa,36,VIS PLAV,10000188436
1,Tarjeta Credito Visa,62,CENS G,10000036206
1,Tarjeta Credito Visa,96,VIS CL CRO,10000112093
1,Tarjeta Credito Visa,61,CENS CL,10000034709
12,Tarjeta Visa,21,VIS INTE AV,10000018873
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000167303
12,Tarjeta Visa,36,VIS PLAV,10000239008
3,Prestamos,798,Cartera vendida consumo,10000046620
12,Tarjeta Visa,38,VIS PLT RE,10000133151
200,Productos Banco SFC,215,Tarjetas de crédito,10000357957
1,Tarjeta Credito Visa,1,VIS CL,10000154090
2,Tarjeta credito Master,4,MOR,10000232639
3,Prestamos,705,Credicheque (RC) - BAU,10000140127
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000077676
12,Tarjeta Visa,36,VIS PLAV,10000134249
300,Leasing Productos,6500,Leasing  Habitacional,10000054824
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000018846
1,Tarjeta Credito Visa,73,VIS SIG,10000107317
3,Prestamos,741,Libre Inversion,10000297401
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000081098
2,Tarjeta credito Master,73,Master Clásica Claro,10000160635
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000234729
3,Prestamos,741,Libre Inversion,10000302599
2,Tarjeta credito Master,79,OLM,10000035336
200,Productos Banco SFC,215,Tarjetas de crédito,10000078022
12,Tarjeta Visa,84,VIS CLS CS,10000208593
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000264276
10,Tarjeta Credito Amex,9,STMX,10000107058
12,Tarjeta Visa,21,VIS INTE AV,10000248362
12,Tarjeta Visa,36,VIS PLAV,10000021356
12,Tarjeta Visa,36,VIS PLAV,10000061291
12,Tarjeta Visa,36,VIS PLAV,10000044290
200,Productos Banco SFC,215,Tarjetas de crédito,10000109487
12,Tarjeta Visa,36,VIS PLAV,10000092336
2,Tarjeta credito Master,57,ORTEP,10000154200
3,Prestamos,741,Libre Inversion,10000301525
4,Cuenta de Ahorro,33,CUENTA FIEL,10000305463
200,Productos Banco SFC,298,Otros productos de Estab SEDPE,10000153669
2,Tarjeta credito Master,73,Master Clásica Claro,10000090885
12,Tarjeta Visa,84,VIS CLS CS,10000355246
10,Tarjeta Credito Amex,9,STMX,10000102481
2,Tarjeta credito Master,58,MGRWDS,10000128497
200,Productos Banco SFC,206,Depósitos de bajo monto Inclus,10000075425
2,Tarjeta credito Master,44,MMBL,10000036785
3,Prestamos,732,Rotativo,10000094243
2,Tarjeta credito Master,56,CLAS TP,10000321352
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000157531
90,No Vinculados,90,no vinculados,10000285593
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000212263
12,Tarjeta Visa,78,OMRV,10000025290
1,Tarjeta Credito Visa,62,CENS G,10000126546
1,Tarjeta Credito Visa,62,CENS G,10000082816
2,Tarjeta credito Master,73,Master Clásica Claro,10000319708
4,Cuenta de Ahorro,33,CUENTA FIEL,10000139868
1,Tarjeta Credito Visa,94,VLNCLAS,10000053569
12,Tarjeta Visa,36,VIS PLAV,10000088615
12,Tarjeta Visa,36,VIS PLAV,10000113055
1,Tarjeta Credito Visa,61,CENS CL,10000258944
2,Tarjeta credito Master,83,MCLASH,10000345141
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000050863
12,Tarjeta Visa,84,VIS CLS CS,10000030217
1,Tarjeta Credito Visa,62,CENS G,10000130475
1,Tarjeta Credito Visa,62,CENS G,10000314009
1,Tarjeta Credito Visa,62,CENS G,10000111673
2,Tarjeta credito Master,4,MOR,10000020122
2,Tarjeta credito Master,83,MCLASH,10000226687
1,Tarjeta Credito Visa,62,CENS G,10000035283
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004265
3,Prestamos,741,Libre Inversion,10000123987
9,TD M Tarjeta Debito Master,548185,MTRO,10000074975
2,Tarjeta credito Master,10,MASBCK,10000020534
1,Tarjeta Credito Visa,50,CLASCAM,10000029586
12,Tarjeta Visa,21,VIS INTE AV,10000205171
10,Tarjeta Credito Amex,9,STMX,10000349174
200,Productos Banco SFC,298,Otros productos de Estab SEDPE,10000083560
12,Tarjeta Visa,82,VIS GOR,10000093072
2,Tarjeta credito Master,79,OLM,10000161186
1,Tarjeta Credito Visa,1,VIS CL,10000016653
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000042019
1,Tarjeta Credito Visa,91,PRPLAT,10000272740
1,Tarjeta Credito Visa,96,VIS CL CRO,10000065372
1,Tarjeta Credito Visa,61,CENS CL,10000332884
12,Tarjeta Visa,36,VIS PLAV,10000204268
4,Cuenta de Ahorro,33,CUENTA FIEL,10000120322
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000127144
10,Tarjeta Credito Amex,9,STMX,10000245384
2,Tarjeta credito Master,79,OLM,10000131520
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000120352
4,Cuenta de Ahorro,45,CTA AH NOMINA 1A1,10000138822
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000064754
200,Productos Banco SFC,215,Tarjetas de crédito,10000040316
1,Tarjeta Credito Visa,78,VIS INTE,10000165618
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000168603
3,Prestamos,732,Rotativo,10000197895
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004210
1,Tarjeta Credito Visa,69,PRIVCEN,10000072961
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000070755
4,Cuenta de Ahorro,33,CUENTA FIEL,10000141578
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000092039
1,Tarjeta Credito Visa,78,VIS INTE,10000102005
1,Tarjeta Credito Visa,94,VLNCLAS,10000050929
4,Cuenta de Ahorro,27,RENTA PREMIUM MAX PERSONA NAT.,10000169454
1,Tarjeta Credito Visa,6,PLTUM,10000290261
4,Cuenta de Ahorro,33,CUENTA FIEL,10000154937
3,Prestamos,705,Credicheque (RC) - BAU,10000121946
2,Tarjeta credito Master,4,MOR,10000327654
2,Tarjeta credito Master,44,MMBL,10000207267
12,Tarjeta Visa,36,VIS PLAV,10000084917
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000157610
300,Leasing Productos,6500,Leasing  Habitacional,10000000238
90,No Vinculados,90,no vinculados,10000079064
12,Tarjeta Visa,36,VIS PLAV,10000108391
12,Tarjeta Visa,82,VIS GOR,10000356714
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000172626
3,Prestamos,732,Rotativo,10000284401
1,Tarjeta Credito Visa,62,CENS G,10000230955
4,Cuenta de Ahorro,41,CTA AH SAVING ESPECIAL5,10000118420
2,Tarjeta credito Master,3,MC,10000160865
12,Tarjeta Visa,59,VIS GA,10000248651
2,Tarjeta credito Master,74,MASORCL,10000357253
1,Tarjeta Credito Visa,1,VIS CL,10000331423
12,Tarjeta Visa,21,VIS INTE AV,10000069833
1,Tarjeta Credito Visa,73,VIS SIG,10000309223
9,TD M Tarjeta Debito Master,589526,MTRO,10000281188
1,Tarjeta Credito Visa,62,CENS G,10000282661
1,Tarjeta Credito Visa,43,VISORRA,10000236549
3,Prestamos,705,Credicheque (RC) - BAU,10000064064
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000057371
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000264082
200,Productos Banco SFC,215,Tarjetas de crédito,10000022263
12,Tarjeta Visa,82,VIS GOR,10000024309
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000347437
1,Tarjeta Credito Visa,2,VIS OR,10000252304
2,Tarjeta credito Master,79,OLM,10000209443
1,Tarjeta Credito Visa,61,CENS CL,10000248275
3,Prestamos,428,CARTERA VIVIENDA VIS PESOS,10000086167
200,Productos Banco SFC,216,Creditos de consumo,10000024864
12,Tarjeta Visa,36,VIS PLAV,10000082520
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000107617
2,Tarjeta credito Master,4,MOR,10000312197
12,Tarjeta Visa,36,VIS PLAV,10000019602
3,Prestamos,732,Rotativo,10000195255
2,Tarjeta credito Master,4,MOR,10000089796
3,Prestamos,741,Libre Inversion,10000002436
4,Cuenta de Ahorro,33,CUENTA FIEL,10000117933
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000125566
2,Tarjeta credito Master,74,MASORCL,10000229472
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000009928
3,Prestamos,741,Libre Inversion,10000067468
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000137778
12,Tarjeta Visa,36,VIS PLAV,10000309312
2,Tarjeta credito Master,76,MBCLR,10000132520
1,Tarjeta Credito Visa,2,VIS OR,10000112430
4,Cuenta de Ahorro,35,CTA AH RENTAPREMIUM NOMINA,10000067807
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000339518
2,Tarjeta credito Master,30,MASPLRWDS,10000347469
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000092425
1,Tarjeta Credito Visa,1,VIS CL,10000200120
12,Tarjeta Visa,36,VIS PLAV,10000205344
1,Tarjeta Credito Visa,96,VIS CL CRO,10000089107
1,Tarjeta Credito Visa,62,CENS G,10000325881
2,Tarjeta credito Master,57,ORTEP,10000305091
4,Cuenta de Ahorro,33,CUENTA FIEL,10000125583
12,Tarjeta Visa,82,VIS GOR,10000184028
3,Prestamos,732,Rotativo,10000197938
3,Prestamos,705,Credicheque (RC) - BAU,10000189080
2,Tarjeta credito Master,79,OLM,10000353753
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000159596
2,Tarjeta credito Master,79,OLM,10000047754
3,Prestamos,743,CONSUMO VEHICULO,10000297901
12,Tarjeta Visa,21,VIS INTE AV,10000204608
1,Tarjeta Credito Visa,62,CENS G,10000111532
12,Tarjeta Visa,36,VIS PLAV,10000034395
12,Tarjeta Visa,36,VIS PLAV,10000224875
1,Tarjeta Credito Visa,94,VLNCLAS,10000231101
12,Tarjeta Visa,36,VIS PLAV,10000081298
1,Tarjeta Credito Visa,6,PLTUM,10000126877
1,Tarjeta Credito Visa,61,CENS CL,10000292887
10,Tarjeta Credito Amex,9,STMX,10000226128
12,Tarjeta Visa,36,VIS PLAV,10000071330
1,Tarjeta Credito Visa,61,CENS CL,10000028190
2,Tarjeta credito Master,3,MC,10000318616
4,Cuenta de Ahorro,6,AHORROS ESPECIAL P.JURIDICAS,10000069710
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000058742
2,Tarjeta credito Master,44,MMBL,10000322461
2,Tarjeta credito Master,4,MOR,10000319673
12,Tarjeta Visa,36,VIS PLAV,10000244372
1,Tarjeta Credito Visa,62,CENS G,10000056889
1,Tarjeta Credito Visa,96,VIS CL CRO,10000222441
1,Tarjeta Credito Visa,97,VORCL,10000136426
3,Prestamos,732,Rotativo,10000032031
3,Prestamos,741,Libre Inversion,10000297507
200,Productos Banco SFC,201,Cuenta de ahorro,10000156046
12,Tarjeta Visa,21,VIS INTE AV,10000029892
1,Tarjeta Credito Visa,1,VIS CL,10000055503
1,Tarjeta Credito Visa,62,CENS G,10000294207
3,Prestamos,741,Libre Inversion,10000056570
1,Tarjeta Credito Visa,61,CENS CL,10000318599
1,Tarjeta Credito Visa,97,VORCL,10000033978
3,Prestamos,705,Credicheque (RC) - BAU,10000191968
3,Prestamos,732,Rotativo,10000196719
1,Tarjeta Credito Visa,46,CLASVISR,10000234349
1,Tarjeta Credito Visa,96,VIS CL CRO,10000224021
2,Tarjeta credito Master,55,BASIC TP,10000049272
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000090803
12,Tarjeta Visa,36,VIS PLAV,10000324727
1,Tarjeta Credito Visa,97,VORCL,10000308892
12,Tarjeta Visa,21,VIS INTE AV,10000026364
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000335591
3,Prestamos,741,Libre Inversion,10000122049
12,Tarjeta Visa,21,VIS INTE AV,10000240865
1,Tarjeta Credito Visa,96,VIS CL CRO,10000319441
12,Tarjeta Visa,21,VIS INTE AV,10000038033
2,Tarjeta credito Master,7,PLTUM,10000078422
12,Tarjeta Visa,36,VIS PLAV,10000082113
1,Tarjeta Credito Visa,98,VPLCL,10000088048
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000001597
12,Tarjeta Visa,36,VIS PLAV,10000100978
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000168530
4,Cuenta de Ahorro,101,CTA AH MOMENTUM CLASICO2,10000054213
2,Tarjeta credito Master,3,MC,10000035370
3,Prestamos,741,Libre Inversion,10000002396
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000338269
12,Tarjeta Visa,36,VIS PLAV,10000312836
12,Tarjeta Visa,36,VIS PLAV,10000183550
3,Prestamos,732,Rotativo,10000056501
1,Tarjeta Credito Visa,73,VIS SIG,10000060551
1,Tarjeta Credito Visa,97,VORCL,10000357167
4,Cuenta de Ahorro,33,CUENTA FIEL,10000291263
12,Tarjeta Visa,21,VIS INTE AV,10000352357
3,Prestamos,741,Libre Inversion,10000275744
2,Tarjeta credito Master,7,PLTUM,10000238878
10,Tarjeta Credito Amex,9,STMX,10000099475
1,Tarjeta Credito Visa,2,VIS OR,10000066508
1,Tarjeta Credito Visa,62,CENS G,10000045054
1,Tarjeta Credito Visa,62,CENS G,10000323507
1,Tarjeta Credito Visa,61,CENS CL,10000322434
10,Tarjeta Credito Amex,9,STMX,10000086825
1,Tarjeta Credito Visa,6,PLTUM,10000027367
12,Tarjeta Visa,36,VIS PLAV,10000234213
3,Prestamos,705,Credicheque (RC) - BAU,10000059238
1,Tarjeta Credito Visa,50,CLASCAM,10000088778
3,Prestamos,741,Libre Inversion,10000000727
12,Tarjeta Visa,36,VIS PLAV,10000063667
1,Tarjeta Credito Visa,62,CENS G,10000205970
12,Tarjeta Visa,36,VIS PLAV,10000110976
3,Prestamos,705,Credicheque (RC) - BAU,10000175730
300,Leasing Productos,6300,Leasing Inmobiliario PN,10000150490
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000340756
12,Tarjeta Visa,36,VIS PLAV,10000225571
1,Tarjeta Credito Visa,62,CENS G,10000272863
12,Tarjeta Visa,36,VIS PLAV,10000033923
1,Tarjeta Credito Visa,73,VIS SIG,10000076419
4,Cuenta de Ahorro,35,CTA AH RENTAPREMIUM NOMINA,10000141395
3,Prestamos,427,CARTERA VIVIENDA,10000169515
1,Tarjeta Credito Visa,61,CENS CL,10000329399
1,Tarjeta Credito Visa,62,CENS G,10000058128
1,Tarjeta Credito Visa,6,PLTUM,10000186717
2,Tarjeta credito Master,29,MASPLAD,10000156348
12,Tarjeta Visa,36,VIS PLAV,10000017968
1,Tarjeta Credito Visa,2,VIS OR,10000101081
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000143921
200,Productos Banco SFC,210,Créditos comerciales,10000068617
5,Cuenta Corriente,58,MULTIPRESTAMO ROTATIVO,10000137691
4,Cuenta de Ahorro,33,CUENTA FIEL,10000180656
12,Tarjeta Visa,36,VIS PLAV,10000244029
1,Tarjeta Credito Visa,97,VORCL,10000102440
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000135588
1,Tarjeta Credito Visa,1,VIS CL,10000103975
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000272597
3,Prestamos,705,Credicheque (RC) - BAU,10000192932
1,Tarjeta Credito Visa,62,CENS G,10000067290
1,Tarjeta Credito Visa,62,CENS G,10000224081
1,Tarjeta Credito Visa,98,VPLCL,10000235705
1,Tarjeta Credito Visa,61,CENS CL,10000111820
1,Tarjeta Credito Visa,61,CENS CL,10000253428
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000006228
1,Tarjeta Credito Visa,94,VLNCLAS,10000354580
12,Tarjeta Visa,36,VIS PLAV,10000037057
1,Tarjeta Credito Visa,61,CENS CL,10000161771
200,Productos Banco SFC,216,Creditos de consumo,10000228993
1,Tarjeta Credito Visa,62,CENS G,10000061247
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000117595
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000121085
2,Tarjeta credito Master,44,MMBL,10000040965
1,Tarjeta Credito Visa,61,CENS CL,10000031702
1,Tarjeta Credito Visa,1,VIS CL,10000104129
10,Tarjeta Credito Amex,9,STMX,10000022529
200,Productos Banco SFC,216,Creditos de consumo,10000109184
1,Tarjeta Credito Visa,69,PRIVCEN,10000007141
3,Prestamos,740,Libranza Vinculados,10000046154
1,Tarjeta Credito Visa,61,CENS CL,10000129855
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000029901
12,Tarjeta Visa,36,VIS PLAV,10000309648
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005369
12,Tarjeta Visa,36,VIS PLAV,10000259863
12,Tarjeta Visa,36,VIS PLAV,10000058211
2,Tarjeta credito Master,57,ORTEP,10000084290
12,Tarjeta Visa,36,VIS PLAV,10000236056
2,Tarjeta credito Master,79,OLM,10000074225
12,Tarjeta Visa,36,VIS PLAV,10000025847
12,Tarjeta Visa,36,VIS PLAV,10000072949
1,Tarjeta Credito Visa,62,CENS G,10000245493
12,Tarjeta Visa,36,VIS PLAV,10000219036
12,Tarjeta Visa,36,VIS PLAV,10000247723
12,Tarjeta Visa,36,VIS PLAV,10000231643
1,Tarjeta Credito Visa,73,VIS SIG,10000226629
1,Tarjeta Credito Visa,63,VIS CAFN,10000091243
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000012764
1,Tarjeta Credito Visa,78,VIS INTE,10000022951
1,Tarjeta Credito Visa,62,CENS G,10000292679
1,Tarjeta Credito Visa,62,CENS G,10000058183
2,Tarjeta credito Master,44,MMBL,10000254372
1,Tarjeta Credito Visa,1,VIS CL,10000100194
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000130939
3,Prestamos,756,Unificaciones consumo,10000271846
1,Tarjeta Credito Visa,96,VIS CL CRO,10000085888
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000211569
